conn prev LSN,conn last LSN,page nr,nr in page,transaction num,this LSN,previous LSN,undo next LSN,data length,sequence nr,client index,record type,derived record type,transaction id,flag,is split?,redo operation,undo operation,deriv redo,deriv undo,redo offset,redo length,undo offset,undo length,target attribute,lcn to follow?,record offset,attribute offset,MFT cluster index,target VCN,target LCN,deriv inum,em_MFT seq value,em_USN usn,em_ATTR filename
1071574,1072097,44,15,88,1071914,1071897,1071897,232,0,0,1,transaction,24,0,False,8,8,Update Nonresident Value,Update Nonresident Value,40,92,136,92,344,1,704,0,0,0,288,0,,,
1071574,1072097,44,16,88,1071949,1071914,1071914,232,0,0,1,transaction,24,0,False,8,8,Update Nonresident Value,Update Nonresident Value,40,92,136,92,344,1,704,0,0,64,352,256,,,
1071574,1072097,44,17,88,1071984,1071949,1071949,88,0,0,1,transaction,24,0,False,11,11,Set New Attribute Sizes,Set New Attribute Sizes,40,24,64,24,24,1,256,0,2,2,599,9,,,
1071574,1072097,44,18,88,1072001,1071984,1071984,80,0,0,1,transaction,24,4,False,12,13,Add Index Entry Root,Delete Index Entry Root,40,40,80,0,24,1,424,304,2,2,599,9,,,
1071574,1072097,44,19,88,1072017,1072001,1072001,88,0,0,1,transaction,24,4,False,14,15,Add Index Entry Allocation,Delete Index Entry Allocation,40,48,88,0,424,1,0,160,0,0,354,0,,,
1071574,1072097,44,20,88,1072034,1072017,0,40,0,0,1,transaction,24,2,False,27,1,Forget Transaction,Compensation Log Record,40,0,40,0,24,0,0,0,0,0,0,0,,,
1071574,1072097,44,21,101,1072045,0,0,48,0,0,1,transaction,24,0,False,21,22,Set Bits in Nonresident Bitmap,Clear Bits in Nonresident Bitmap,40,8,40,8,144,1,0,0,0,0,596,0,,,
1071574,1072097,44,22,101,1072057,1072045,1072045,48,0,0,1,transaction,24,2,False,0,3,No-Operation,Deallocate File Record Segment,40,0,40,8,24,1,0,0,4,8,49,34,,,
1071574,1072097,44,23,101,1072069,1072057,1072057,88,0,0,1,transaction,24,0,False,28,0,Open Non Resident Attribute,No-Operation,40,40,80,8,544,0,0,0,0,0,4106144137,0,,,
1071574,1072097,44,24,101,1072086,1072069,1072069,40,0,0,1,transaction,24,6,False,0,0,No-Operation,No-Operation,40,0,40,0,544,0,0,0,0,0,2229450380,0,,,
1071574,1072097,44,25,101,1072097,1072086,1072086,160,0,0,1,transaction,24,4,False,12,13,Add Index Entry Root,Delete Index Entry Root,40,120,160,0,24,1,296,64,2,8,49,33,,,
1072097,1072482,45,1,101,1072136,1072097,1072097,352,0,0,1,transaction,24,4,False,2,0,Initialize File Record Segment,No-Operation,40,312,352,0,24,1,0,0,4,8,49,34,1,,
1072097,1072482,45,2,101,1072186,1072136,0,40,0,0,1,transaction,24,2,False,27,1,Forget Transaction,Compensation Log Record,40,0,40,0,24,0,0,0,0,0,2317921088,0,,,
1072097,1072482,45,3,65,1072197,0,0,40,0,0,1,transaction,24,6,False,7,7,Update Resident Value,Update Resident Value,40,76,40,0,24,1,280,24,4,8,49,34,,,
1072097,1072482,45,4,65,1072208,1072197,0,40,0,0,1,transaction,24,2,False,27,1,Forget Transaction,Compensation Log Record,40,0,40,0,24,0,0,0,0,0,0,0,,,
1072097,1072482,45,5,114,1072219,0,0,152,0,0,1,transaction,24,0,False,19,19,Update File Name Root,Update File Name Root,40,56,96,56,24,1,296,64,2,8,49,33,,,
1072097,1072482,45,6,114,1072244,1072219,0,40,0,0,1,transaction,24,2,False,27,1,Forget Transaction,Compensation Log Record,40,0,40,0,24,0,0,0,0,0,6,0,,,
1072097,1072482,45,7,116,1072255,0,0,120,0,0,1,transaction,24,0,False,7,7,Update Resident Value,Update Resident Value,40,40,80,40,24,1,56,32,2,1,598,5,,,
1072097,1072482,45,8,116,1072276,1072255,1072255,152,0,0,1,transaction,24,0,False,20,20,Update File Name Allocation,Update File Name Allocation,40,56,96,56,64,1,0,1176,0,0,44,0,,,
1072097,1072482,45,9,116,1072301,1072276,0,40,0,0,1,transaction,24,2,False,27,1,Forget Transaction,Compensation Log Record,40,0,40,0,24,0,0,0,0,0,6,0,,,
1072097,1072482,45,10,120,1072312,0,0,152,0,0,1,transaction,24,0,False,20,20,Update File Name Allocation,Update File Name Allocation,40,56,96,56,64,1,0,1264,0,0,44,0,,,
1072097,1072482,45,11,120,1072337,1072312,0,40,0,0,1,transaction,24,2,False,27,1,Forget Transaction,Compensation Log Record,40,0,40,0,24,0,0,0,0,0,6,0,,,
1072097,1072482,45,12,124,1072348,0,0,1024,0,0,1,transaction,24,4,False,29,0,unknown,No-Operation,40,984,1024,0,24,0,0,0,0,0,4090875904,0,,,
1072097,1072482,45,13,124,1072482,1072348,1072348,176,0,0,1,transaction,24,4,False,30,0,unknown,No-Operation,40,136,176,0,24,0,0,0,0,0,4090875904,0,,,
1072482,1073048,46,0,124,1072510,1072482,1072482,1344,0,0,1,transaction,24,5,True,31,0,Dirty Page Table Dump,No-Operation,40,1304,1344,0,24,0,0,0,0,0,4090875904,0,,,
1072482,1073048,46,1,138,1072692,0,0,112,0,0,2,checkpoint,0,0,False,1,0,Compensation Log Record,No-Operation,0,0,23761,16,0,0,23772,16,0,1072482,1072510,4289928,,,
1072482,1073048,46,2,140,1072712,0,0,1024,0,0,1,transaction,24,4,False,29,0,unknown,No-Operation,40,984,1024,0,24,0,0,0,0,0,4090875904,0,,,
1072482,1073048,46,3,140,1072846,1072712,1072712,176,0,0,1,transaction,24,4,False,30,0,unknown,No-Operation,40,136,176,0,24,0,0,0,0,0,4090875904,0,,,
1072482,1073048,46,4,140,1072874,1072846,1072846,1344,0,0,1,transaction,24,4,False,31,0,Dirty Page Table Dump,No-Operation,40,1304,1344,0,24,0,0,0,0,0,4090875904,0,,,
1072482,1073048,46,5,150,1073048,0,0,112,0,0,2,checkpoint,0,0,False,1,0,Compensation Log Record,No-Operation,0,0,24116,16,0,0,24136,16,0,1072846,1072874,4291384,,,
0,1073559,47,0,50,1073068,0,0,1024,0,0,1,transaction,24,5,True,29,0,unknown,No-Operation,40,984,1024,0,24,0,0,0,0,0,2994745344,0,,,
0,1073559,47,1,50,1073210,1073068,1073068,176,0,0,1,transaction,24,4,False,30,0,unknown,No-Operation,40,136,176,0,24,0,0,0,0,0,2994745344,0,,,
0,1073559,47,2,19,1073238,0,0,112,0,0,2,checkpoint,0,0,False,1,0,Compensation Log Record,No-Operation,0,0,24472,16,0,0,24492,16,0,1073210,0,4292840,,,
0,1073559,47,3,23,1073258,0,0,48,0,0,1,transaction,24,0,False,21,22,Set Bits in Nonresident Bitmap,Clear Bits in Nonresident Bitmap,40,8,40,8,144,1,0,0,0,0,596,0,,,
0,1073559,47,4,23,1073270,1073258,1073258,48,0,0,1,transaction,24,2,False,0,3,No-Operation,Deallocate File Record Segment,40,0,40,8,24,1,0,0,6,8,49,35,,,
0,1073559,47,5,23,1073282,1073270,1073270,144,0,0,1,transaction,24,4,False,12,13,Add Index Entry Root,Delete Index Entry Root,40,104,144,0,24,1,256,464,6,2,599,11,,,
0,1073559,47,6,23,1073306,1073282,1073282,312,0,0,1,transaction,24,4,False,2,0,Initialize File Record Segment,No-Operation,40,272,312,0,24,1,0,0,6,8,49,35,1,,
0,1073559,47,7,23,1073351,1073306,1073306,72,0,0,1,transaction,24,4,False,5,6,Create Attribute,Delete Attribute,40,32,72,0,24,1,264,0,6,8,49,35,,,
0,1073559,47,8,23,1073366,1073351,1073351,72,0,0,1,transaction,24,2,False,6,5,Delete Attribute,Create Attribute,40,0,40,32,24,1,264,0,6,8,49,35,,,
0,1073559,47,9,23,1073381,1073366,1073366,40,0,0,1,transaction,24,6,False,37,0,unknown,No-Operation,40,752,40,0,24,1,272,0,6,8,49,35,,,
0,1073559,47,10,23,1073392,1073381,1073381,120,0,0,1,transaction,24,4,False,5,6,Create Attribute,Delete Attribute,40,80,120,0,24,1,264,0,6,8,49,35,,,
0,1073559,47,11,23,1073413,1073392,1073392,104,0,0,1,transaction,24,4,False,5,6,Create Attribute,Delete Attribute,40,64,104,0,24,1,344,0,6,8,49,35,,,
0,1073559,47,12,23,1073432,1073413,1073413,168,0,0,1,transaction,24,0,False,7,7,Update Resident Value,Update Resident Value,40,64,104,64,24,1,264,0,6,8,49,35,,,
0,1073559,47,13,23,1073459,1073432,1073432,120,0,0,1,transaction,24,2,False,6,5,Delete Attribute,Create Attribute,40,0,40,80,24,1,264,0,6,8,49,35,,,
0,1073559,47,14,23,1073480,1073459,1073459,128,0,0,1,transaction,24,4,False,5,6,Create Attribute,Delete Attribute,40,88,128,0,24,1,264,0,6,8,49,35,,,
0,1073559,47,15,23,1073502,1073480,1073480,120,0,0,1,transaction,24,0,False,7,7,Update Resident Value,Update Resident Value,40,39,80,39,24,1,56,57,6,8,49,35,,,
0,1073559,47,16,23,1073523,1073502,0,40,0,0,1,transaction,24,2,False,27,1,Forget Transaction,Compensation Log Record,40,0,40,0,24,0,0,0,0,0,72,0,,,
0,1073559,47,17,54,1073534,0,0,152,0,0,1,transaction,24,0,False,19,19,Update File Name Root,Update File Name Root,40,56,96,56,24,1,256,464,6,2,599,11,,,
0,1073559,47,18,54,1073559,1073534,0,40,0,0,1,transaction,24,2,False,27,1,Forget Transaction,Compensation Log Record,40,0,40,0,24,0,0,0,0,0,0,0,,,
0,1074153,48,0,62,1073570,0,0,1024,0,0,1,transaction,24,5,True,29,0,unknown,No-Operation,40,984,1024,0,24,0,0,0,0,0,2994745344,0,,,
0,1074153,48,1,62,1073712,1073570,1073570,176,0,0,1,transaction,24,4,False,30,0,unknown,No-Operation,40,136,176,0,24,0,0,0,0,0,2994745344,0,,,
0,1074153,48,2,72,1073740,0,0,112,0,0,2,checkpoint,0,0,False,1,0,Compensation Log Record,No-Operation,0,0,24983,16,0,0,24994,16,0,1073712,0,4294848,,,
0,1074153,48,3,74,1073760,0,0,88,0,0,1,transaction,24,0,False,11,11,Set New Attribute Sizes,Set New Attribute Sizes,40,24,64,24,24,1,256,0,2,2,599,9,,,
0,1074153,48,4,74,1073777,1073760,1073760,48,0,0,1,transaction,24,2,False,8,8,Update Nonresident Value,Update Nonresident Value,40,4,40,4,344,1,796,0,0,64,352,256,,,
0,1074153,48,5,74,1073789,1073777,1073777,88,0,0,1,transaction,24,0,False,11,11,Set New Attribute Sizes,Set New Attribute Sizes,40,24,64,24,24,1,256,0,2,2,599,9,,,
0,1074153,48,6,74,1073806,1073789,1073789,48,0,0,1,transaction,24,2,False,8,8,Update Nonresident Value,Update Nonresident Value,40,4,40,4,344,1,796,0,0,0,288,0,,,
0,1074153,48,7,74,1073818,1073806,1073806,424,0,0,1,transaction,24,0,False,8,8,Update Nonresident Value,Update Nonresident Value,40,192,232,192,344,1,800,0,0,0,288,0,,,
0,1074153,48,8,74,1073877,1073818,1073818,424,0,0,1,transaction,24,0,False,8,8,Update Nonresident Value,Update Nonresident Value,40,192,232,192,344,1,800,0,0,64,352,256,,,
0,1074153,48,9,74,1073936,1073877,1073877,88,0,0,1,transaction,24,0,False,11,11,Set New Attribute Sizes,Set New Attribute Sizes,40,24,64,24,24,1,256,0,2,2,599,9,,,
0,1074153,48,10,74,1073953,1073936,1073936,80,0,0,1,transaction,24,4,False,12,13,Add Index Entry Root,Delete Index Entry Root,40,40,80,0,24,1,424,344,2,2,599,9,,,
0,1074153,48,11,74,1073969,1073953,1073953,88,0,0,1,transaction,24,4,False,14,15,Add Index Entry Allocation,Delete Index Entry Allocation,40,48,88,0,424,1,0,400,0,0,354,0,,,
0,1074153,48,12,74,1073986,1073969,0,40,0,0,1,transaction,24,2,False,27,1,Forget Transaction,Compensation Log Record,40,0,40,0,24,0,0,0,0,0,0,0,,,
0,1074153,48,13,55,1073997,0,0,48,0,0,1,transaction,24,0,False,21,22,Set Bits in Nonresident Bitmap,Clear Bits in Nonresident Bitmap,40,8,40,8,144,1,0,0,0,0,596,0,,,
0,1074153,48,14,55,1074009,1073997,1073997,48,0,0,1,transaction,24,2,False,0,3,No-Operation,Deallocate File Record Segment,40,0,40,8,24,1,0,0,0,9,50,36,,,
0,1074153,48,15,55,1074021,1074009,1074009,48,0,0,1,transaction,24,0,False,21,22,Set Bits in Nonresident Bitmap,Clear Bits in Nonresident Bitmap,40,8,40,8,104,1,0,0,0,0,594,0,,,
0,1074153,48,16,55,1074033,1074021,1074021,136,0,0,1,transaction,24,4,False,14,15,Add Index Entry Allocation,Delete Index Entry Allocation,40,96,136,0,64,1,0,1264,0,0,44,0,,,
0,1074153,48,17,55,1074056,1074033,1074033,376,0,0,1,transaction,24,4,False,2,0,Initialize File Record Segment,No-Operation,40,336,376,0,24,1,0,0,0,9,50,36,1,,
0,1074153,48,18,55,1074109,1074056,1074056,48,0,0,1,transaction,24,0,False,21,22,Set Bits in Nonresident Bitmap,Clear Bits in Nonresident Bitmap,40,8,40,8,104,1,0,0,0,0,594,0,,,
0,1074153,48,19,55,1074121,1074109,1074109,104,0,0,1,transaction,24,0,False,11,11,Set New Attribute Sizes,Set New Attribute Sizes,40,32,72,32,24,1,264,0,6,8,49,35,,,
0,1074153,48,20,55,1074140,1074121,1074121,56,0,0,1,transaction,24,0,False,9,9,Update Mapping Pairs,Update Mapping Pairs,40,8,48,8,24,1,264,80,6,8,49,35,,,
0,1074153,48,21,55,1074153,1074140,1074140,104,0,0,1,transaction,24,0,False,11,11,Set New Attribute Sizes,Set New Attribute Sizes,40,32,72,32,24,1,264,0,6,8,49,35,,,
1074153,1074668,49,1,55,1074184,1074153,1074153,88,0,0,1,transaction,24,0,False,28,0,Open Non Resident Attribute,No-Operation,40,40,80,4,584,0,0,0,0,0,3045107712,0,,,
1074153,1074668,49,2,55,1074201,1074184,1074184,120,0,0,1,transaction,24,4,False,8,0,Update Nonresident Value,No-Operation,40,80,120,0,584,1,0,0,0,0,428,0,,0,
1074153,1074668,49,3,55,1074222,1074201,1074201,104,0,0,1,transaction,24,0,False,11,11,Set New Attribute Sizes,Set New Attribute Sizes,40,32,72,32,24,1,264,0,6,8,49,35,,,
1074153,1074668,49,4,55,1074241,1074222,0,40,0,0,1,transaction,24,2,False,27,1,Forget Transaction,Compensation Log Record,40,0,40,0,24,0,0,0,0,0,2348570608,0,,,
1074153,1074668,49,5,113,1074252,0,0,48,0,0,1,transaction,24,0,False,22,21,Clear Bits in Nonresident Bitmap,Set Bits in Nonresident Bitmap,40,8,40,8,104,1,0,0,0,0,594,0,,,
1074153,1074668,49,6,113,1074264,1074252,1074252,56,0,0,1,transaction,24,0,False,9,9,Update Mapping Pairs,Update Mapping Pairs,40,8,48,8,24,1,256,64,0,9,50,36,,,
1074153,1074668,49,7,113,1074277,1074264,1074264,88,0,0,1,transaction,24,0,False,11,11,Set New Attribute Sizes,Set New Attribute Sizes,40,24,64,24,24,1,256,0,0,9,50,36,,,
1074153,1074668,49,8,113,1074294,1074277,1074277,152,0,0,1,transaction,24,0,False,20,20,Update File Name Allocation,Update File Name Allocation,40,56,96,56,64,1,0,1264,0,0,44,0,,,
1074153,1074668,49,9,113,1074319,1074294,1074294,104,0,0,1,transaction,24,0,False,11,11,Set New Attribute Sizes,Set New Attribute Sizes,40,32,72,32,24,1,264,0,6,8,49,35,,,
1074153,1074668,49,10,113,1074338,1074319,1074319,120,0,0,1,transaction,24,4,False,8,0,Update Nonresident Value,No-Operation,40,80,120,0,584,1,80,0,0,0,428,0,,80,
1074153,1074668,49,11,113,1074359,1074338,1074338,104,0,0,1,transaction,24,0,False,11,11,Set New Attribute Sizes,Set New Attribute Sizes,40,32,72,32,24,1,264,0,6,8,49,35,,,
1074153,1074668,49,12,113,1074378,1074359,1074359,56,0,0,1,transaction,24,0,False,7,7,Update Resident Value,Update Resident Value,40,8,48,8,24,1,56,88,0,9,50,36,,,
1074153,1074668,49,13,113,1074391,1074378,0,40,0,0,1,transaction,24,2,False,27,1,Forget Transaction,Compensation Log Record,40,0,40,0,24,0,0,0,0,0,2348570608,0,,,
1074153,1074668,49,14,125,1074402,0,0,48,0,0,1,transaction,24,0,False,21,22,Set Bits in Nonresident Bitmap,Clear Bits in Nonresident Bitmap,40,8,40,8,104,1,0,0,0,0,594,0,,,
1074153,1074668,49,15,125,1074414,1074402,1074402,88,0,0,1,transaction,24,0,False,11,11,Set New Attribute Sizes,Set New Attribute Sizes,40,24,64,24,24,1,256,0,0,9,50,36,,,
1074153,1074668,49,16,125,1074431,1074414,1074414,56,0,0,1,transaction,24,0,False,9,9,Update Mapping Pairs,Update Mapping Pairs,40,8,48,8,24,1,256,64,0,9,50,36,,,
1074153,1074668,49,17,125,1074444,1074431,1074431,88,0,0,1,transaction,24,0,False,11,11,Set New Attribute Sizes,Set New Attribute Sizes,40,24,64,24,24,1,256,0,0,9,50,36,,,
1074153,1074668,49,18,125,1074461,1074444,1074444,104,0,0,1,transaction,24,0,False,11,11,Set New Attribute Sizes,Set New Attribute Sizes,40,32,72,32,24,1,264,0,6,8,49,35,,,
1074153,1074668,49,19,125,1074480,1074461,1074461,120,0,0,1,transaction,24,4,False,8,0,Update Nonresident Value,No-Operation,40,80,120,0,584,1,160,0,0,0,428,0,,160,
1074153,1074668,49,20,125,1074501,1074480,1074480,104,0,0,1,transaction,24,0,False,11,11,Set New Attribute Sizes,Set New Attribute Sizes,40,32,72,32,24,1,264,0,6,8,49,35,,,
1074153,1074668,49,21,125,1074520,1074501,0,40,0,0,1,transaction,24,2,False,27,1,Forget Transaction,Compensation Log Record,40,0,40,0,24,0,0,0,0,0,3936,0,,,
1074153,1074668,49,22,128,1074531,0,0,152,0,0,1,transaction,24,0,False,20,20,Update File Name Allocation,Update File Name Allocation,40,56,96,56,64,1,0,1264,0,0,44,0,,,
1074153,1074668,49,23,128,1074556,1074531,0,40,0,0,1,transaction,24,2,False,27,1,Forget Transaction,Compensation Log Record,40,0,40,0,24,0,0,0,0,0,0,0,,,
1074153,1074668,49,24,59,1074567,0,0,104,0,0,1,transaction,24,0,False,11,11,Set New Attribute Sizes,Set New Attribute Sizes,40,32,72,32,24,1,264,0,6,8,49,35,,,
1074153,1074668,49,25,59,1074586,1074567,1074567,120,0,0,1,transaction,24,4,False,8,0,Update Nonresident Value,No-Operation,40,80,120,0,584,1,240,0,0,0,428,0,,240,
1074153,1074668,49,26,59,1074607,1074586,1074586,104,0,0,1,transaction,24,0,False,11,11,Set New Attribute Sizes,Set New Attribute Sizes,40,32,72,32,24,1,264,0,6,8,49,35,,,
1074153,1074668,49,27,59,1074626,1074607,0,40,0,0,1,transaction,24,2,False,27,1,Forget Transaction,Compensation Log Record,40,0,40,0,24,0,0,0,0,0,2348570608,0,,,
1074153,1074668,49,28,132,1074637,0,0,96,0,0,1,transaction,24,4,False,5,6,Create Attribute,Delete Attribute,40,56,96,0,24,1,328,0,0,9,50,36,,,
1074153,1074668,49,29,132,1074655,1074637,1074637,56,0,0,1,transaction,24,0,False,7,7,Update Resident Value,Update Resident Value,40,8,48,8,24,1,56,88,0,9,50,36,,,
1074153,1074668,49,30,132,1074668,1074655,1074655,104,0,0,1,transaction,24,0,False,11,11,Set New Attribute Sizes,Set New Attribute Sizes,40,32,72,32,24,1,264,0,6,8,49,35,,,
1074668,1075176,50,1,132,1074696,1074668,1074668,120,0,0,1,transaction,24,4,False,8,0,Update Nonresident Value,No-Operation,40,80,120,0,584,1,320,0,0,0,428,0,,320,
1074668,1075176,50,2,132,1074717,1074696,1074696,104,0,0,1,transaction,24,0,False,11,11,Set New Attribute Sizes,Set New Attribute Sizes,40,32,72,32,24,1,264,0,6,8,49,35,,,
1074668,1075176,50,3,132,1074736,1074717,0,40,0,0,1,transaction,24,2,False,27,1,Forget Transaction,Compensation Log Record,40,0,40,0,24,0,0,0,0,0,3776,0,,,
1074668,1075176,50,4,135,1074747,0,0,152,0,0,1,transaction,24,0,False,20,20,Update File Name Allocation,Update File Name Allocation,40,56,96,56,64,1,0,1264,0,0,44,0,,,
1074668,1075176,50,5,135,1074772,1074747,0,40,0,0,1,transaction,24,2,False,27,1,Forget Transaction,Compensation Log Record,40,0,40,0,24,0,0,0,0,0,3042334728,0,,,
1074668,1075176,50,6,12,1074783,0,0,40,0,0,1,transaction,24,6,False,7,7,Update Resident Value,Update Resident Value,40,106,40,0,24,1,328,56,0,9,50,36,,,
1074668,1075176,50,7,12,1074794,1074783,1074783,56,0,0,1,transaction,24,0,False,7,7,Update Resident Value,Update Resident Value,40,8,48,8,24,1,56,88,0,9,50,36,,,
1074668,1075176,50,8,12,1074807,1074794,1074794,104,0,0,1,transaction,24,0,False,11,11,Set New Attribute Sizes,Set New Attribute Sizes,40,32,72,32,24,1,264,0,6,8,49,35,,,
1074668,1075176,50,9,12,1074826,1074807,1074807,120,0,0,1,transaction,24,4,False,8,0,Update Nonresident Value,No-Operation,40,80,120,0,584,1,400,0,0,0,428,0,,400,
1074668,1075176,50,10,12,1074847,1074826,1074826,104,0,0,1,transaction,24,0,False,11,11,Set New Attribute Sizes,Set New Attribute Sizes,40,32,72,32,24,1,264,0,6,8,49,35,,,
1074668,1075176,50,11,12,1074866,1074847,0,40,0,0,1,transaction,24,2,False,27,1,Forget Transaction,Compensation Log Record,40,0,40,0,24,0,0,0,0,0,3696,0,,,
1074668,1075176,50,12,24,1074877,0,0,152,0,0,1,transaction,24,0,False,20,20,Update File Name Allocation,Update File Name Allocation,40,56,96,56,64,1,0,1264,0,0,44,0,,,
1074668,1075176,50,13,24,1074902,1074877,0,40,0,0,1,transaction,24,2,False,27,1,Forget Transaction,Compensation Log Record,40,0,40,0,24,0,0,0,0,0,0,0,,,
1074668,1075176,50,14,48,1074913,0,0,104,0,0,1,transaction,24,0,False,11,11,Set New Attribute Sizes,Set New Attribute Sizes,40,32,72,32,24,1,264,0,6,8,49,35,,,
1074668,1075176,50,15,48,1074932,1074913,1074913,120,0,0,1,transaction,24,4,False,8,0,Update Nonresident Value,No-Operation,40,80,120,0,584,1,480,0,0,0,428,0,,480,
1074668,1075176,50,16,48,1074953,1074932,1074932,104,0,0,1,transaction,24,0,False,11,11,Set New Attribute Sizes,Set New Attribute Sizes,40,32,72,32,24,1,264,0,6,8,49,35,,,
1074668,1075176,50,17,48,1074972,1074953,0,40,0,0,1,transaction,24,2,False,27,1,Forget Transaction,Compensation Log Record,40,0,40,0,24,0,0,0,0,0,2348570608,0,,,
1074668,1075176,50,18,145,1074983,0,0,168,0,0,1,transaction,24,0,False,7,7,Update Resident Value,Update Resident Value,40,64,104,64,24,1,56,32,0,9,50,36,,,
1074668,1075176,50,19,145,1075010,1074983,1074983,104,0,0,1,transaction,24,0,False,11,11,Set New Attribute Sizes,Set New Attribute Sizes,40,32,72,32,24,1,264,0,6,8,49,35,,,
1074668,1075176,50,20,145,1075029,1075010,1075010,120,0,0,1,transaction,24,4,False,8,0,Update Nonresident Value,No-Operation,40,80,120,0,584,1,560,0,0,0,428,0,,560,
1074668,1075176,50,21,145,1075050,1075029,1075029,104,0,0,1,transaction,24,0,False,11,11,Set New Attribute Sizes,Set New Attribute Sizes,40,32,72,32,24,1,264,0,6,8,49,35,,,
1074668,1075176,50,22,145,1075069,1075050,0,40,0,0,1,transaction,24,2,False,27,1,Forget Transaction,Compensation Log Record,40,0,40,0,24,0,0,0,0,0,3536,0,,,
1074668,1075176,50,23,148,1075080,0,0,152,0,0,1,transaction,24,0,False,20,20,Update File Name Allocation,Update File Name Allocation,40,56,96,56,64,1,0,1264,0,0,44,0,,,
1074668,1075176,50,24,148,1075105,1075080,0,40,0,0,1,transaction,24,2,False,27,1,Forget Transaction,Compensation Log Record,40,0,40,0,24,0,0,0,0,0,0,0,,,
1074668,1075176,50,25,133,1075116,0,0,56,0,0,1,transaction,24,0,False,7,7,Update Resident Value,Update Resident Value,40,8,48,8,24,1,56,88,0,9,50,36,,,
1074668,1075176,50,26,133,1075129,1075116,0,40,0,0,1,transaction,24,2,False,27,1,Forget Transaction,Compensation Log Record,40,0,40,0,24,0,0,0,0,0,6,0,,,
1074668,1075176,50,27,151,1075140,0,0,152,0,0,1,transaction,24,0,False,20,20,Update File Name Allocation,Update File Name Allocation,40,56,96,56,64,1,0,1264,0,0,44,0,,,
1074668,1075176,50,28,151,1075165,1075140,0,40,0,0,1,transaction,24,2,False,27,1,Forget Transaction,Compensation Log Record,40,0,40,0,24,0,0,0,0,0,0,0,,,
1074668,1075176,50,29,1,1075176,0,0,104,0,0,1,transaction,24,0,False,11,11,Set New Attribute Sizes,Set New Attribute Sizes,40,32,72,32,24,1,264,0,6,8,49,35,,,
1075176,1075689,51,1,1,1075208,1075176,1075176,120,0,0,1,transaction,24,4,False,8,0,Update Nonresident Value,No-Operation,40,80,120,0,584,1,640,0,0,0,428,0,,640,
1075176,1075689,51,2,1,1075229,1075208,1075208,104,0,0,1,transaction,24,0,False,11,11,Set New Attribute Sizes,Set New Attribute Sizes,40,32,72,32,24,1,264,0,6,8,49,35,,,
1075176,1075689,51,3,1,1075248,1075229,1075229,56,0,0,1,transaction,24,0,False,7,7,Update Resident Value,Update Resident Value,40,8,48,8,24,1,56,88,0,9,50,36,,,
1075176,1075689,51,4,1,1075261,1075248,0,40,0,0,1,transaction,24,2,False,27,1,Forget Transaction,Compensation Log Record,40,0,40,0,24,0,0,0,0,0,2348570608,0,,,
1075176,1075689,51,5,18,1075272,0,0,120,0,0,1,transaction,24,0,False,7,7,Update Resident Value,Update Resident Value,40,40,80,40,24,1,56,32,2,1,598,5,,,
1075176,1075689,51,6,18,1075293,1075272,1075272,152,0,0,1,transaction,24,0,False,20,20,Update File Name Allocation,Update File Name Allocation,40,56,96,56,64,1,0,1176,0,0,44,0,,,
1075176,1075689,51,7,18,1075318,1075293,0,40,0,0,1,transaction,24,2,False,27,1,Forget Transaction,Compensation Log Record,40,0,40,0,24,0,0,0,0,0,6,0,,,
1075176,1075689,51,8,28,1075329,0,0,88,0,0,1,transaction,24,0,False,28,0,Open Non Resident Attribute,No-Operation,40,40,80,4,624,0,0,0,0,0,0,0,,,
1075176,1075689,51,9,28,1075346,1075329,1075329,40,0,0,1,transaction,24,6,False,0,0,No-Operation,No-Operation,40,0,40,0,624,0,0,0,0,0,65536,0,,,
1075176,1075689,51,10,28,1075357,1075346,1075346,128,0,0,1,transaction,24,4,False,12,13,Add Index Entry Root,Delete Index Entry Root,40,88,128,0,24,1,256,64,2,6,47,25,,,
1075176,1075689,51,11,28,1075379,1075357,1075357,80,0,0,1,transaction,24,4,False,5,6,Create Attribute,Delete Attribute,40,40,80,0,24,1,224,0,2,1,598,5,,,
1075176,1075689,51,12,28,1075395,1075379,1075379,104,0,0,1,transaction,24,0,False,11,11,Set New Attribute Sizes,Set New Attribute Sizes,40,32,72,32,24,1,264,0,6,8,49,35,,,
1075176,1075689,51,13,28,1075414,1075395,1075395,104,0,0,1,transaction,24,4,False,8,0,Update Nonresident Value,No-Operation,40,64,104,0,584,1,720,0,0,0,428,0,,720,
1075176,1075689,51,14,28,1075433,1075414,1075414,104,0,0,1,transaction,24,0,False,11,11,Set New Attribute Sizes,Set New Attribute Sizes,40,32,72,32,24,1,264,0,6,8,49,35,,,
1075176,1075689,51,15,28,1075452,1075433,1075433,160,0,0,1,transaction,24,0,False,7,7,Update Resident Value,Update Resident Value,40,72,112,48,24,1,56,24,2,1,598,5,,,
1075176,1075689,51,16,28,1075478,1075452,0,40,0,0,1,transaction,24,2,False,27,1,Forget Transaction,Compensation Log Record,40,0,40,0,24,0,0,0,0,0,3376,0,,,
1075176,1075689,51,17,44,1075489,0,0,152,0,0,1,transaction,24,0,False,7,7,Update Resident Value,Update Resident Value,40,56,96,56,24,1,56,40,2,1,598,5,,,
1075176,1075689,51,18,44,1075514,1075489,1075489,152,0,0,1,transaction,24,0,False,20,20,Update File Name Allocation,Update File Name Allocation,40,56,96,56,64,1,0,1176,0,0,44,0,,,
