conn prev LSN,conn last LSN,page nr,nr in page,transaction num,this LSN,previous LSN,undo next LSN,data length,sequence nr,client index,record type,derived record type,transaction id,flag,is split?,redo operation,undo operation,deriv redo,deriv undo,redo offset,redo length,undo offset,undo length,target attribute,lcn to follow?,record offset,attribute offset,MFT cluster index,target VCN,target LCN,deriv inum,em_MFT seq value,em_USN usn,em_ATTR filename
1070032,1070566,25,12,,1070415,1070361,1070361,384,0,0,1,transaction,24,4,False,2,0,Initialize File Record Segment,No-Operation,40,344,384,0,24,1,0,0,4,7,48,30,1,,
1070032,1070566,25,13,,1070469,1070415,1070415,120,0,0,1,transaction,24,0,False,7,7,Update Resident Value,Update Resident Value,40,37,80,37,24,1,56,59,4,7,48,30,,,
1070032,1070566,25,14,,1070490,1070469,1070469,144,0,0,1,transaction,24,4,False,5,6,Create Attribute,Delete Attribute,40,104,144,0,24,1,336,0,4,7,48,30,,,
1070032,1070566,25,15,,1070514,1070490,0,40,0,0,1,transaction,24,2,False,27,1,Forget Transaction,Compensation Log Record,40,0,40,0,24,0,0,0,0,0,524296,0,,,
1070032,1070566,25,16,,1070525,0,0,48,0,0,1,transaction,24,0,False,21,22,Set Bits in Nonresident Bitmap,Clear Bits in Nonresident Bitmap,40,8,40,8,144,1,0,0,0,0,596,0,,,
1070032,1070566,25,17,,1070537,1070525,1070525,48,0,0,1,transaction,24,2,False,0,3,No-Operation,Deallocate File Record Segment,40,0,40,8,24,1,0,0,6,7,48,31,,,
1070032,1070566,25,18,,1070549,1070537,1070537,88,0,0,1,transaction,24,0,False,28,0,Open Non Resident Attribute,No-Operation,40,40,80,8,504,0,0,0,0,0,4126470313,0,,,
1070032,1070566,25,19,,1070566,1070549,1070549,40,0,0,1,transaction,24,6,False,0,0,No-Operation,No-Operation,40,0,40,0,504,0,0,0,0,0,65536,0,,,
1070566,1071079,26,0,,1070577,1070566,1070566,136,0,0,1,transaction,24,5,True,12,13,Add Index Entry Root,Delete Index Entry Root,40,96,136,0,24,1,256,64,2,7,48,29,,,
1070566,1071079,26,1,,1070608,1070577,1070577,304,0,0,1,transaction,24,4,False,2,0,Initialize File Record Segment,No-Operation,40,264,304,0,24,1,0,0,6,7,48,31,1,,
1070566,1071079,26,2,,1070652,1070608,1070608,64,0,0,1,transaction,24,4,False,5,6,Create Attribute,Delete Attribute,40,24,64,0,24,1,256,0,6,7,48,31,,,
1070566,1071079,26,3,,1070666,1070652,1070652,144,0,0,1,transaction,24,4,False,7,7,Update Resident Value,Update Resident Value,40,100,144,0,24,1,256,24,6,7,48,31,,,
1070566,1071079,26,4,,1070690,1070666,1070666,72,0,0,1,transaction,24,4,False,5,6,Create Attribute,Delete Attribute,40,32,72,0,24,1,384,0,6,7,48,31,,,
1070566,1071079,26,5,,1070705,1070690,1070690,72,0,0,1,transaction,24,2,False,6,5,Delete Attribute,Create Attribute,40,0,40,32,24,1,384,0,6,7,48,31,,,
1070566,1071079,26,6,,1070720,1070705,1070705,40,0,0,1,transaction,24,6,False,37,0,unknown,No-Operation,40,632,40,0,24,1,392,0,6,7,48,31,,,
1070566,1071079,26,7,,1070731,1070720,1070720,120,0,0,1,transaction,24,4,False,5,6,Create Attribute,Delete Attribute,40,80,120,0,24,1,384,0,6,7,48,31,,,
1070566,1071079,26,8,,1070752,1070731,1070731,48,0,0,1,transaction,24,0,False,21,22,Set Bits in Nonresident Bitmap,Clear Bits in Nonresident Bitmap,40,8,40,8,104,1,0,0,0,0,594,0,,,
1070566,1071079,26,9,,1070764,1070752,1070752,88,0,0,1,transaction,24,0,False,11,11,Set New Attribute Sizes,Set New Attribute Sizes,40,24,64,24,24,1,384,0,6,7,48,31,,,
1070566,1071079,26,10,,1070781,1070764,1070764,56,0,0,1,transaction,24,0,False,9,9,Update Mapping Pairs,Update Mapping Pairs,40,8,48,8,24,1,384,72,6,7,48,31,,,
1070566,1071079,26,11,,1070794,1070781,1070781,88,0,0,1,transaction,24,0,False,11,11,Set New Attribute Sizes,Set New Attribute Sizes,40,24,64,24,24,1,384,0,6,7,48,31,,,
1070566,1071079,26,12,,1070811,1070794,0,40,0,0,1,transaction,24,2,False,27,1,Forget Transaction,Compensation Log Record,40,0,40,0,24,0,0,0,0,0,4126470768,0,,,
1070566,1071079,26,13,,1070822,0,0,88,0,0,1,transaction,24,0,False,11,11,Set New Attribute Sizes,Set New Attribute Sizes,40,24,64,24,24,1,384,0,6,7,48,31,,,
1070566,1071079,26,14,,1070839,1070822,0,40,0,0,1,transaction,24,2,False,27,1,Forget Transaction,Compensation Log Record,40,0,40,0,24,0,0,0,0,0,4126470768,0,,,
1070566,1071079,26,15,,1070850,0,0,144,0,0,1,transaction,24,4,False,5,6,Create Attribute,Delete Attribute,40,104,144,0,24,1,688,0,2,1,598,5,,,
1070566,1071079,26,16,,1070874,1070850,0,40,0,0,1,transaction,24,2,False,27,1,Forget Transaction,Compensation Log Record,40,0,40,0,24,0,0,0,0,0,1,0,,,
1070566,1071079,26,17,,1070885,0,0,88,0,0,1,transaction,24,0,False,11,11,Set New Attribute Sizes,Set New Attribute Sizes,40,24,64,24,24,1,256,0,2,2,599,9,,,
1070566,1071079,26,18,,1070902,1070885,1070885,48,0,0,1,transaction,24,2,False,8,8,Update Nonresident Value,Update Nonresident Value,40,8,40,8,344,1,376,0,0,64,352,256,,,
1070566,1071079,26,19,,1070914,1070902,1070902,88,0,0,1,transaction,24,0,False,11,11,Set New Attribute Sizes,Set New Attribute Sizes,40,24,64,24,24,1,256,0,2,2,599,9,,,
1070566,1071079,26,20,,1070931,1070914,1070914,48,0,0,1,transaction,24,2,False,8,8,Update Nonresident Value,Update Nonresident Value,40,8,40,8,344,1,376,0,0,0,288,0,,,
1070566,1071079,26,21,,1070943,1070931,1070931,296,0,0,1,transaction,24,0,False,8,8,Update Nonresident Value,Update Nonresident Value,40,128,168,128,344,1,384,0,0,0,288,0,,,
1070566,1071079,26,22,,1070986,1070943,1070943,296,0,0,1,transaction,24,0,False,8,8,Update Nonresident Value,Update Nonresident Value,40,128,168,128,344,1,384,0,0,64,352,256,,,
1070566,1071079,26,23,,1071029,1070986,1070986,88,0,0,1,transaction,24,0,False,11,11,Set New Attribute Sizes,Set New Attribute Sizes,40,24,64,24,24,1,256,0,2,2,599,9,,,
1070566,1071079,26,24,,1071046,1071029,1071029,80,0,0,1,transaction,24,4,False,12,13,Add Index Entry Root,Delete Index Entry Root,40,40,80,0,24,1,560,184,2,2,599,9,,,
1070566,1071079,26,25,,1071062,1071046,1071046,88,0,0,1,transaction,24,4,False,12,13,Add Index Entry Root,Delete Index Entry Root,40,48,88,0,24,1,336,208,2,2,599,9,,,
1070566,1071079,26,26,,1071079,1071062,0,40,0,0,1,transaction,24,2,False,27,1,Forget Transaction,Compensation Log Record,40,0,40,0,24,0,0,0,0,0,0,0,,,
0,1066424,33,1,96,1065992,0,0,112,0,0,2,checkpoint,0,0,False,1,0,Compensation Log Record,No-Operation,0,0,0,0,0,0,0,0,0,0,0,0,,,
0,1066424,33,2,2,1066012,0,0,80,0,0,1,transaction,24,4,False,28,0,Open Non Resident Attribute,No-Operation,40,40,80,0,24,0,0,0,0,0,4126471552,0,,,
0,1066424,33,3,2,1066028,1066012,1066012,72,0,0,1,transaction,24,4,False,5,6,Create Attribute,Delete Attribute,40,32,72,0,24,1,384,0,2,2,599,9,,,
0,1066424,33,4,2,1066043,1066028,1066028,120,0,0,1,transaction,24,4,False,5,6,Create Attribute,Delete Attribute,40,80,120,0,24,1,416,0,2,2,599,9,,,
0,1066424,33,5,2,1066064,1066043,1066043,544,0,0,1,transaction,24,2,False,0,2,No-Operation,Initialize File Record Segment,40,0,40,504,24,1,0,0,2,2,599,9,,,
0,1066424,33,6,2,1066138,1066064,1066064,544,0,0,1,transaction,24,4,False,2,0,Initialize File Record Segment,No-Operation,40,504,544,0,24,1,0,0,2,2,599,9,9,,
0,1066424,33,7,2,1066212,1066138,1066138,120,0,0,1,transaction,24,4,False,5,6,Create Attribute,Delete Attribute,40,80,120,0,24,1,416,0,2,2,599,9,,,
0,1066424,33,8,2,1066233,1066212,1066212,88,0,0,1,transaction,24,0,False,28,0,Open Non Resident Attribute,No-Operation,40,40,80,8,64,0,0,0,0,0,4126471552,0,,,
0,1066424,33,9,2,1066250,1066233,1066233,152,0,0,1,transaction,24,0,False,20,20,Update File Name Allocation,Update File Name Allocation,40,56,96,56,64,1,0,792,0,0,44,0,,,
0,1066424,33,10,2,1066275,1066250,1066250,64,0,0,1,transaction,24,2,False,6,5,Delete Attribute,Create Attribute,40,0,40,24,24,1,256,0,6,2,599,11,,,
0,1066424,33,11,2,1066289,1066275,1066275,144,0,0,1,transaction,24,4,False,5,6,Create Attribute,Delete Attribute,40,104,144,0,24,1,128,0,6,2,599,11,,,$Extend
0,1066424,33,12,2,1066313,1066289,1066289,136,0,0,1,transaction,24,4,False,14,15,Add Index Entry Allocation,Delete Index Entry Allocation,40,96,136,0,64,1,0,488,0,0,44,0,,,
0,1066424,33,13,2,1066336,1066313,1066313,120,0,0,1,transaction,24,4,False,5,6,Create Attribute,Delete Attribute,40,80,120,0,24,1,360,0,6,2,599,11,,,
0,1066424,33,14,2,1066357,1066336,1066336,488,0,0,1,transaction,24,2,False,0,2,No-Operation,Initialize File Record Segment,40,0,40,448,24,1,0,0,6,2,599,11,,,
0,1066424,33,15,2,1066424,1066357,1066357,488,0,0,1,transaction,24,4,False,2,0,Initialize File Record Segment,No-Operation,40,448,488,0,24,1,0,0,6,2,599,11,11,,
1066424,1066983,34,1,2,1066504,1066424,1066424,80,0,0,1,transaction,24,4,False,28,0,Open Non Resident Attribute,No-Operation,40,40,80,0,104,0,0,0,0,0,3042334728,0,,,
1066424,1066983,34,2,2,1066520,1066504,1066504,48,0,0,1,transaction,24,0,False,21,22,Set Bits in Nonresident Bitmap,Clear Bits in Nonresident Bitmap,40,8,40,8,104,1,0,0,0,0,594,0,,,
1066424,1066983,34,3,2,1066532,1066520,1066520,88,0,0,1,transaction,24,0,False,11,11,Set New Attribute Sizes,Set New Attribute Sizes,40,24,64,24,24,1,432,0,0,0,597,0,,,
1066424,1066983,34,4,2,1066549,1066532,1066532,56,0,0,1,transaction,24,0,False,9,9,Update Mapping Pairs,Update Mapping Pairs,40,4,48,4,24,1,432,68,0,0,597,0,,,
1066424,1066983,34,5,2,1066562,1066549,1066549,88,0,0,1,transaction,24,0,False,11,11,Set New Attribute Sizes,Set New Attribute Sizes,40,24,64,24,24,1,432,0,0,0,597,0,,,
1066424,1066983,34,6,2,1066579,1066562,1066562,48,0,0,1,transaction,24,0,False,21,22,Set Bits in Nonresident Bitmap,Clear Bits in Nonresident Bitmap,40,8,40,8,104,1,0,0,0,0,594,0,,,
1066424,1066983,34,7,2,1066591,1066579,1066579,88,0,0,1,transaction,24,0,False,11,11,Set New Attribute Sizes,Set New Attribute Sizes,40,24,64,24,24,1,360,0,0,0,597,0,,,
1066424,1066983,34,8,2,1066608,1066591,1066591,64,0,0,1,transaction,24,0,False,9,9,Update Mapping Pairs,Update Mapping Pairs,40,12,56,4,24,1,360,68,0,0,597,0,,,
1066424,1066983,34,9,2,1066622,1066608,1066608,88,0,0,1,transaction,24,0,False,11,11,Set New Attribute Sizes,Set New Attribute Sizes,40,24,64,24,24,1,360,0,0,0,597,0,,,
1066424,1066983,34,10,2,1066639,1066622,1066424,40,0,0,1,transaction,24,2,False,0,1,No-Operation,Compensation Log Record,40,0,40,0,24,0,0,0,0,0,3002097680,0,,,
1066424,1066983,34,11,2,1066650,1066639,1066424,80,0,0,1,transaction,24,4,False,28,0,Open Non Resident Attribute,No-Operation,40,40,80,0,144,0,0,0,0,0,4126471552,0,,,
1066424,1066983,34,12,2,1066666,1066650,1066650,48,0,0,1,transaction,24,0,False,21,22,Set Bits in Nonresident Bitmap,Clear Bits in Nonresident Bitmap,40,8,40,8,144,1,0,0,0,0,596,0,,,
1066424,1066983,34,13,2,1066678,1066666,1066666,48,0,0,1,transaction,24,2,False,0,3,No-Operation,Deallocate File Record Segment,40,0,40,8,24,1,0,0,0,6,47,24,,,
1066424,1066983,34,14,2,1066690,1066678,1066678,88,0,0,1,transaction,24,0,False,28,0,Open Non Resident Attribute,No-Operation,40,40,80,8,184,0,0,0,0,0,4126470713,0,,,
1066424,1066983,34,15,2,1066707,1066690,1066690,40,0,0,1,transaction,24,6,False,0,0,No-Operation,No-Operation,40,0,40,0,184,0,0,0,0,0,65536,0,,,
1066424,1066983,34,16,2,1066718,1066707,1066707,136,0,0,1,transaction,24,4,False,12,13,Add Index Entry Root,Delete Index Entry Root,40,96,136,0,24,1,360,64,6,2,599,11,,,
1066424,1066983,34,17,2,1066741,1066718,1066718,304,0,0,1,transaction,24,4,False,2,0,Initialize File Record Segment,No-Operation,40,264,304,0,24,1,0,0,0,6,47,24,1,,
1066424,1066983,34,18,2,1066785,1066741,1066741,120,0,0,1,transaction,24,4,False,5,6,Create Attribute,Delete Attribute,40,80,120,0,24,1,256,0,0,6,47,24,,,
1066424,1066983,34,19,2,1066806,1066785,1066785,384,0,0,1,transaction,24,2,False,0,2,No-Operation,Initialize File Record Segment,40,0,40,344,24,1,0,0,0,6,47,24,,,
1066424,1066983,34,20,2,1066860,1066806,1066806,384,0,0,1,transaction,24,4,False,2,0,Initialize File Record Segment,No-Operation,40,344,384,0,24,1,0,0,0,6,47,24,1,,
1066424,1066983,34,21,2,1066914,1066860,1066860,120,0,0,1,transaction,24,4,False,5,6,Create Attribute,Delete Attribute,40,80,120,0,24,1,256,0,0,6,47,24,,,
1066424,1066983,34,22,2,1066935,1066914,1066914,88,0,0,1,transaction,24,0,False,28,0,Open Non Resident Attribute,No-Operation,40,40,80,4,224,0,0,0,0,0,4126471552,0,,,
1066424,1066983,34,23,2,1066952,1066935,1066935,40,0,0,1,transaction,24,6,False,0,0,No-Operation,No-Operation,40,0,40,0,224,0,0,0,0,0,65536,0,,,
1066424,1066983,34,24,2,1066963,1066952,1066952,112,0,0,1,transaction,24,4,False,12,13,Add Index Entry Root,Delete Index Entry Root,40,72,112,0,24,1,336,64,0,6,47,24,,,
1066424,1066983,34,25,2,1066983,1066963,1066963,88,0,0,1,transaction,24,0,False,28,0,Open Non Resident Attribute,No-Operation,40,40,80,4,264,0,0,0,0,0,4126471552,0,,,
1066983,1067501,35,0,2,1067000,1066983,1066983,40,0,0,1,transaction,24,7,True,0,0,No-Operation,No-Operation,40,0,40,0,264,0,0,0,0,0,65536,0,,,
1066983,1067501,35,1,2,1067019,1067000,1067000,80,0,0,1,transaction,24,4,False,12,13,Add Index Entry Root,Delete Index Entry Root,40,40,80,0,24,1,256,64,0,6,47,24,,,
1066983,1067501,35,2,2,1067035,1067019,1067019,128,0,0,1,transaction,24,4,False,12,13,Add Index Entry Root,Delete Index Entry Root,40,88,128,0,24,1,376,136,0,6,47,24,,,
1066983,1067501,35,3,2,1067057,1067035,1067035,48,0,0,1,transaction,24,0,False,21,22,Set Bits in Nonresident Bitmap,Clear Bits in Nonresident Bitmap,40,8,40,8,144,1,0,0,0,0,596,0,,,
1066983,1067501,35,4,2,1067069,1067057,1067057,48,0,0,1,transaction,24,2,False,0,3,No-Operation,Deallocate File Record Segment,40,0,40,8,24,1,0,0,2,6,47,25,,,
1066983,1067501,35,5,2,1067081,1067069,1067069,136,0,0,1,transaction,24,4,False,12,13,Add Index Entry Root,Delete Index Entry Root,40,96,136,0,24,1,360,64,6,2,599,11,,,
1066983,1067501,35,6,2,1067104,1067081,1067081,304,0,0,1,transaction,24,4,False,2,0,Initialize File Record Segment,No-Operation,40,264,304,0,24,1,0,0,2,6,47,25,1,,
1066983,1067501,35,7,2,1067148,1067104,1067104,120,0,0,1,transaction,24,4,False,5,6,Create Attribute,Delete Attribute,40,80,120,0,24,1,256,0,2,6,47,25,,,
1066983,1067501,35,8,2,1067169,1067148,1067148,384,0,0,1,transaction,24,2,False,0,2,No-Operation,Initialize File Record Segment,40,0,40,344,24,1,0,0,2,6,47,25,,,
1066983,1067501,35,9,2,1067223,1067169,1067169,384,0,0,1,transaction,24,4,False,2,0,Initialize File Record Segment,No-Operation,40,344,384,0,24,1,0,0,2,6,47,25,1,,
1066983,1067501,35,10,2,1067277,1067223,1067223,48,0,0,1,transaction,24,0,False,21,22,Set Bits in Nonresident Bitmap,Clear Bits in Nonresident Bitmap,40,8,40,8,144,1,0,0,0,0,596,0,,,
1066983,1067501,35,11,2,1067289,1067277,1067277,48,0,0,1,transaction,24,2,False,0,3,No-Operation,Deallocate File Record Segment,40,0,40,8,24,1,0,0,4,6,47,26,,,
1066983,1067501,35,12,2,1067301,1067289,1067289,144,0,0,1,transaction,24,4,False,12,13,Add Index Entry Root,Delete Index Entry Root,40,104,144,0,24,1,360,256,6,2,599,11,,,
1066983,1067501,35,13,2,1067325,1067301,1067301,312,0,0,1,transaction,24,4,False,2,0,Initialize File Record Segment,No-Operation,40,272,312,0,24,1,0,0,4,6,47,26,1,,
1066983,1067501,35,14,2,1067370,1067325,1067325,120,0,0,1,transaction,24,4,False,5,6,Create Attribute,Delete Attribute,40,80,120,0,24,1,264,0,4,6,47,26,,,
1066983,1067501,35,15,2,1067391,1067370,1067370,392,0,0,1,transaction,24,2,False,0,2,No-Operation,Initialize File Record Segment,40,0,40,352,24,1,0,0,4,6,47,26,,,
1066983,1067501,35,16,2,1067446,1067391,1067391,392,0,0,1,transaction,24,4,False,2,0,Initialize File Record Segment,No-Operation,40,352,392,0,24,1,0,0,4,6,47,26,1,,
1066983,1067501,35,17,2,1067501,1067446,1067446,48,0,0,1,transaction,24,0,False,21,22,Set Bits in Nonresident Bitmap,Clear Bits in Nonresident Bitmap,40,8,40,8,144,1,0,0,0,0,596,0,,,
1067501,1067985,36,0,2,1067513,1067501,1067501,48,0,0,1,transaction,24,3,True,0,3,No-Operation,Deallocate File Record Segment,40,0,40,8,24,1,0,0,6,6,47,27,,,
1067501,1067985,36,1,2,1067533,1067513,1067513,144,0,0,1,transaction,24,4,False,12,13,Add Index Entry Root,Delete Index Entry Root,40,104,144,0,24,1,360,360,6,2,599,11,,,
1067501,1067985,36,2,2,1067557,1067533,1067533,312,0,0,1,transaction,24,4,False,2,0,Initialize File Record Segment,No-Operation,40,272,312,0,24,1,0,0,6,6,47,27,1,,
1067501,1067985,36,3,2,1067602,1067557,1067557,120,0,0,1,transaction,24,4,False,5,6,Create Attribute,Delete Attribute,40,80,120,0,24,1,264,0,6,6,47,27,,,
1067501,1067985,36,4,2,1067623,1067602,1067602,392,0,0,1,transaction,24,2,False,0,2,No-Operation,Initialize File Record Segment,40,0,40,352,24,1,0,0,6,6,47,27,,,
1067501,1067985,36,5,2,1067678,1067623,1067623,392,0,0,1,transaction,24,4,False,2,0,Initialize File Record Segment,No-Operation,40,352,392,0,24,1,0,0,6,6,47,27,1,,
1067501,1067985,36,6,2,1067733,1067678,1067678,48,0,0,1,transaction,24,0,False,21,22,Set Bits in Nonresident Bitmap,Clear Bits in Nonresident Bitmap,40,8,40,8,144,1,0,0,0,0,596,0,,,
1067501,1067985,36,7,2,1067745,1067733,1067733,48,0,0,1,transaction,24,2,False,0,3,No-Operation,Deallocate File Record Segment,40,0,40,8,24,1,0,0,0,7,48,28,,,
1067501,1067985,36,8,2,1067757,1067745,1067745,88,0,0,1,transaction,24,0,False,28,0,Open Non Resident Attribute,No-Operation,40,40,80,8,304,0,0,0,0,0,4126470489,0,,,
1067501,1067985,36,9,2,1067774,1067757,1067757,40,0,0,1,transaction,24,6,False,0,0,No-Operation,No-Operation,40,0,40,0,304,0,0,0,0,0,65536,0,,,
1067501,1067985,36,10,2,1067785,1067774,1067774,136,0,0,1,transaction,24,4,False,12,13,Add Index Entry Root,Delete Index Entry Root,40,96,136,0,24,1,264,64,6,6,47,27,,,
1067501,1067985,36,11,2,1067808,1067785,1067785,304,0,0,1,transaction,24,4,False,2,0,Initialize File Record Segment,No-Operation,40,264,304,0,24,1,0,0,0,7,48,28,1,,
1067501,1067985,36,12,2,1067852,1067808,1067808,88,0,0,1,transaction,24,4,False,5,6,Create Attribute,Delete Attribute,40,48,88,0,24,1,256,0,0,7,48,28,,,
1067501,1067985,36,13,2,1067869,1067852,1067852,64,0,0,1,transaction,24,4,False,5,6,Create Attribute,Delete Attribute,40,24,64,0,24,1,256,0,0,7,48,28,,,
1067501,1067985,36,14,2,1067883,1067869,1067869,64,0,0,1,transaction,24,2,False,6,5,Delete Attribute,Create Attribute,40,0,40,24,24,1,256,0,0,7,48,28,,,
1067501,1067985,36,15,2,1067897,1067883,1067883,40,0,0,1,transaction,24,6,False,37,0,unknown,No-Operation,40,712,40,0,24,1,312,0,0,7,48,28,,,
1067501,1067985,36,16,2,1067908,1067897,1067897,112,0,0,1,transaction,24,4,False,5,6,Create Attribute,Delete Attribute,40,72,112,0,24,1,256,0,0,7,48,28,,,
1067501,1067985,36,17,2,1067928,1067908,1067908,112,0,0,1,transaction,24,4,False,5,6,Create Attribute,Delete Attribute,40,72,112,0,24,1,432,0,4,2,599,10,,,
1067501,1067985,36,18,2,1067948,1067928,1067928,64,0,0,1,transaction,24,2,False,6,5,Delete Attribute,Create Attribute,40,0,40,24,24,1,360,0,2,2,599,9,,,
1067501,1067985,36,19,2,1067962,1067948,1067948,136,0,0,1,transaction,24,2,False,15,14,Delete Index Entry Allocation,Add Index Entry Allocation,40,0,40,96,64,1,0,888,0,0,44,0,,,
1067501,1067985,36,20,2,1067985,1067962,1067962,144,0,0,1,transaction,24,2,False,6,5,Delete Attribute,Create Attribute,40,0,40,104,24,1,128,0,2,2,599,9,,,$Quota
1067985,1068515,37,0,2,1068009,1067985,1067985,144,0,0,1,transaction,24,5,True,5,6,Create Attribute,Delete Attribute,40,104,144,0,24,1,128,0,2,2,599,9,,,$Secure
1067985,1068515,37,1,2,1068041,1068009,1068009,136,0,0,1,transaction,24,4,False,14,15,Add Index Entry Allocation,Delete Index Entry Allocation,40,96,136,0,64,1,0,888,0,0,44,0,,,
1067985,1068515,37,2,2,1068064,1068041,1068041,168,0,0,1,transaction,24,2,False,6,5,Delete Attribute,Create Attribute,40,0,40,128,24,1,232,0,0,0,597,0,,,
1067985,1068515,37,3,2,1068091,1068064,1068064,160,0,0,1,transaction,24,0,False,7,7,Update Resident Value,Update Resident Value,40,72,112,48,24,1,56,24,0,0,597,0,,,
1067985,1068515,37,4,2,1068117,1068091,1068091,72,0,0,1,transaction,24,2,False,6,5,Delete Attribute,Create Attribute,40,0,40,32,24,1,360,0,2,2,599,9,,,
1067985,1068515,37,5,2,1068132,1068117,1068117,40,0,0,1,transaction,24,6,False,37,0,unknown,No-Operation,40,496,40,0,24,1,528,0,2,2,599,9,,,
1067985,1068515,37,6,2,1068143,1068132,1068132,120,0,0,1,transaction,24,4,False,5,6,Create Attribute,Delete Attribute,40,80,120,0,24,1,360,0,2,2,599,9,,,
1067985,1068515,37,7,2,1068164,1068143,1068143,48,0,0,1,transaction,24,0,False,21,22,Set Bits in Nonresident Bitmap,Clear Bits in Nonresident Bitmap,40,8,40,8,104,1,0,0,0,0,594,0,,,
1067985,1068515,37,8,2,1068176,1068164,1068164,88,0,0,1,transaction,24,0,False,11,11,Set New Attribute Sizes,Set New Attribute Sizes,40,24,64,24,24,1,360,0,2,2,599,9,,,
1067985,1068515,37,9,2,1068193,1068176,1068176,56,0,0,1,transaction,24,0,False,9,9,Update Mapping Pairs,Update Mapping Pairs,40,8,48,8,24,1,360,72,2,2,599,9,,,
1067985,1068515,37,10,2,1068206,1068193,1068193,88,0,0,1,transaction,24,0,False,11,11,Set New Attribute Sizes,Set New Attribute Sizes,40,24,64,24,24,1,360,0,2,2,599,9,,,
1067985,1068515,37,11,2,1068223,1068206,1068206,88,0,0,1,transaction,24,0,False,11,11,Set New Attribute Sizes,Set New Attribute Sizes,40,24,64,24,24,1,360,0,2,2,599,9,,,
1067985,1068515,37,12,2,1068240,1068223,1068223,88,0,0,1,transaction,24,0,False,28,0,Open Non Resident Attribute,No-Operation,40,40,80,8,344,0,0,0,0,0,4126471552,0,,,
1067985,1068515,37,13,2,1068257,1068240,1068240,280,0,0,1,transaction,24,0,False,8,8,Update Nonresident Value,Update Nonresident Value,40,120,160,120,344,1,0,0,0,0,288,0,,,
1067985,1068515,37,14,2,1068298,1068257,1068257,280,0,0,1,transaction,24,0,False,8,8,Update Nonresident Value,Update Nonresident Value,40,120,160,120,344,1,0,0,0,64,352,256,,,
1067985,1068515,37,15,2,1068339,1068298,1068298,88,0,0,1,transaction,24,0,False,11,11,Set New Attribute Sizes,Set New Attribute Sizes,40,24,64,24,24,1,360,0,2,2,599,9,,,
1067985,1068515,37,16,2,1068356,1068339,1068339,88,0,0,1,transaction,24,0,False,28,0,Open Non Resident Attribute,No-Operation,40,40,80,8,384,0,0,0,0,0,4126471552,0,,,
1067985,1068515,37,17,2,1068373,1068356,1068356,40,0,0,1,transaction,24,6,False,0,0,No-Operation,No-Operation,40,0,40,0,384,0,0,0,0,0,65536,0,,,
1067985,1068515,37,18,2,1068384,1068373,1068373,80,0,0,1,transaction,24,4,False,12,13,Add Index Entry Root,Delete Index Entry Root,40,40,80,0,24,1,520,64,2,2,599,9,,,
1067985,1068515,37,19,2,1068400,1068384,1068384,88,0,0,1,transaction,24,0,False,28,0,Open Non Resident Attribute,No-Operation,40,40,80,8,424,0,0,0,0,0,4126471552,0,,,
1067985,1068515,37,20,2,1068417,1068400,1068400,40,0,0,1,transaction,24,6,False,0,0,No-Operation,No-Operation,40,0,40,0,424,0,0,0,0,0,65536,0,,,
1067985,1068515,37,21,2,1068428,1068417,1068417,88,0,0,1,transaction,24,4,False,12,13,Add Index Entry Root,Delete Index Entry Root,40,48,88,0,24,1,440,64,2,2,599,9,,,
1067985,1068515,37,22,2,1068445,1068428,1068428,88,0,0,1,transaction,24,0,False,7,7,Update Resident Value,Update Resident Value,40,19,64,19,24,1,56,77,0,0,597,0,,,
1067985,1068515,37,23,2,1068462,1068445,1068445,168,0,0,1,transaction,24,2,False,6,5,Delete Attribute,Create Attribute,40,0,40,128,24,1,240,0,2,0,597,1,,,
1067985,1068515,37,24,2,1068489,1068462,1068462,160,0,0,1,transaction,24,0,False,7,7,Update Resident Value,Update Resident Value,40,72,112,48,24,1,56,24,2,0,597,1,,,
1067985,1068515,37,25,2,1068515,1068489,1068489,88,0,0,1,transaction,24,0,False,7,7,Update Resident Value,Update Resident Value,40,19,64,19,24,1,56,77,2,0,597,1,,,
1068515,1069010,38,0,2,1068532,1068515,1068515,168,0,0,1,transaction,24,3,True,6,5,Delete Attribute,Create Attribute,40,0,40,128,24,1,240,0,4,0,597,2,,,
1068515,1069010,38,1,2,1068567,1068532,1068532,160,0,0,1,transaction,24,0,False,7,7,Update Resident Value,Update Resident Value,40,72,112,48,24,1,56,24,4,0,597,2,,,
1068515,1069010,38,2,2,1068593,1068567,1068567,88,0,0,1,transaction,24,0,False,7,7,Update Resident Value,Update Resident Value,40,19,64,19,24,1,56,77,4,0,597,2,,,
1068515,1069010,38,3,2,1068610,1068593,1068593,168,0,0,1,transaction,24,2,False,6,5,Delete Attribute,Create Attribute,40,0,40,128,24,1,232,0,4,1,598,6,,,
1068515,1069010,38,4,2,1068637,1068610,1068610,160,0,0,1,transaction,24,0,False,7,7,Update Resident Value,Update Resident Value,40,72,112,48,24,1,56,24,4,1,598,6,,,
1068515,1069010,38,5,2,1068663,1068637,1068637,88,0,0,1,transaction,24,0,False,7,7,Update Resident Value,Update Resident Value,40,19,64,19,24,1,56,77,4,1,598,6,,,
1068515,1069010,38,6,2,1068680,1068663,1068663,168,0,0,1,transaction,24,2,False,6,5,Delete Attribute,Create Attribute,40,0,40,128,24,1,240,0,0,2,599,8,,,
